응답,변이,유전,경쟁,자원,차별적생존,집단 변화,목적론,사용,의지,적응,아무것도 없어
장미의 가시는 자신을 보호하기 위해 있는 것인데 자신을 보호할 필요가 없어져서 가시가 없어지게 된 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독이 없던 조상 달팽이들이 살아가다가 독 없이는 종족을 번식하고 유지하기 어려워서 독을 품고 자신을 보호하게 되었다고 생각한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날 수 있던 펭귄 조상들이 있었는데 육지에서 생활하고 물 속에서 헤엄치면서 날개가 퇴화되어 날 수 없게 된 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
날개가 없던 씨앗들이 번식하는데 어려워서 나중에 날개가 생긴 씨앗이 나와서 번식하는데 이득이 생겨 그렇게 변화한 것 같다,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
영양분을 모두 흡수하여 영양분을 저장할 필요가 없어 가시를 만들지 않았다. 그래서 그 후 가시 없는 장미가 진화한 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
펭귄은 주로 먹이를 바다에서 잡기 때문에 펭귄은 헤엄만 치게 된다. 날을 필요가 없어 날지 못하게 되었다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
씨앗을 더 멀리 퍼뜨리기 위하여 더 멀리 갈 수 있는 날개가 있는 씨앗을 가지게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독성이 있는 식물을 먹고 그 독성이 몸 안에 남아 있어 계속 진화되어 온 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이가 다른 생물에게 잡아 먹히고 생존이 힘들어지자 독성을 가짐으로써 자신의 몸을 지키기 위해 진화했다고 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
이 장미는 다른 장미들과 달리 주위의 위협이 전혀 없는 곳에서 살아가다 보니 불필요한 가시가 사라졌다고 생각합니다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
지구의 펭귄은 추운 남극에서 살아남기 위해 지방이 늘어나고 몸이 뚱뚱해져 가면서 날 수 없게 되었다고 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개가 없던 느릅나무는 번식이 힘들어져서 최대한 멀리 날아가 번식력을 늘리기 위해 날개가 생겼다고 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
달팽이가 독성이 있는 식물을 먹거나 독이 있는 생물에게 공격을 받아서 그에 맞춰서 독에 내성을 갖기 위해 진화했다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시의 활용도가 점차 필요 없게 되어서 가시가 사라지게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
추워서 추위를 극복하려고 무게를 늘리다가 몸이 너무 무거워서 날 수가 없다. 날지 않아도 돼서 날개 퇴화,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
번식을 더 잘할 수 있도록 진화된 것으로 추정이 됩니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자세한 경위를 추측하기 어렵지만 아마도 거친 환경 속에서 자손을 번식시키기 위해 점차 변한 것이 아닐까,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
환경의 지속적이고 점진적인 변화로 인해 신체의 대사 활동이 조금씩 바뀌게 되었는데 그 결과 독성이 생긴 것 일 것이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
조류든 어떤 동물이든 움직이면 칼로리가 소모된다. 극지방 같은 혹한의 기후에 견디기 위해서는 점차 나는 것을 하지 않게 되어 매우 오랜 기간에 걸쳐 퇴화된 것이 아닐까,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 있는 장미가 수분을 할 때 타 종류의 꽃가루가 우연히 수정돼 유전적 현상으로 인해 가시가 사라진 것(현재의 유전 공학 기술과 유사),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조상 달팽이가 보인자였을 것 같다. 만약 조상 달팽이가 변종이 아니었다면 독성이 있거나 없거나 둘 중 하나이다. 달팽이는 자웅동체이기 때문에 달팽이가 독이 있는 없든 후손 달팽이가 나올 때는 독성이 있거나 없거나 이다. 그 중 독성이 있는 달팽이가 나온 것 같다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
가시가 있는 장미와 가시가 없는 장미를 수정시켜서 가시가 있는 장미의 씨앗이나 가시가 없는 장미의 씨앗을 생기게 하면 될 것 같다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날 수 있는 펭귄과 날 수 없는 펭귄을 검정 교배시켜서 날 수 있는 펭귄과 날 수 없는 펭귄이 나오기 때문에,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미와 같이 날개가 없는 씨앗을 생산하는 느릅나무와 날개가 있는 씨앗을 생산하는 느릅나무를 수정시키면 날개가 있는 씨앗을 생산하는 느릅나무의 한 종이 나오게 된다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날개를 만들어서 더 멀리 번식 하려고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
달팽이는 독성이 없어서 늘 잡아 먹히고 있었다. 그래서 자신을 보호할 수단으로 껍질이나 독을 만들었는데 그 중 독을 만드는 종이 그 종이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
날지 않아도 먹이를 가질 수 있어서,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미에 가시가 없자 자신을 보호할 수단이 없지만 위험요소가 없으니 자신을 더 뽐내고 다른 종까지 가시가 없으니 다가오게 하도록 한 것이다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
물고기를 먹이로 하기 때문에 날 필요가 없어졌다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
천적으로부터 자신을 보호하기 위해 진화했다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
천적이 없어져서 가시가 필요 없어졌다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
나무주변이 이미 포화상태라 씨를 멀리까지 보내야 해서,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
천적이 막 생겨나 자기를 보호하기 위해 가시가 생겨다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
종족을 번식하기 위해 멀리 날아서 씨앗이 자라게끔 해 날개가 있는 씨앗이 생긴 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
조상펭귄이 먹이를 물속에서 찾을 수 있다는 것을 알고 날개가 퇴화돼 날 수 없었을 것 같다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
독성 식물을 먹고 자라온 조상 달팽이가 면역력이 생겨 독성 식물에 있던 독성이 조상 달팽이 몸 속으로 침투해 그 조상 달팽이가 생식을 해 점점 대대손손 유전했을 것 같다,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
자신들이 사는 환경이나 서식하는 데에 날개는 쓸모가 없고 불필요하여 점차 퇴화되고 결국엔 날개로 날 수 없게 진화되었을 것이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
주변 환경에 서식하는 초식동물로부터 뜯기거나 먹히지 않도록 몸에 가시가 자라도록 진화되었을 것이다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신들의 천적 또는 위험한 동물들로부터 몸을 보호하기 위해서 독성이 생기도록 진화되었을 것이다. 더 안전하게 살기 위해서이다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"느릅나무는 씨앗이 여러 그루밖에 자라지 않고 종간에 동물들이 먹거나 하기 때문에, 날개를 달아 좀더 안전하고 멀리 퍼져 자랄 수 있도록 진화했을 것이다",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무가 멸종위기에 처해서 번식하기 위해 날개를 달은 것이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
제 생각에는 독이 없던 달팽이가 독 있는 벌레를 섭취하고 번식하여 그런 거라 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
장미가 원래 가시가 있었는데 가시를 먹고 사는 벌레가 가시를 먹어 없는 것처럼 보이는 것이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날수 없는 펭귄의 한 종은 세월이 흐르면서 날개들이 바뀌어 날지 못하는 것이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
날개가 없는 느릅나무 종은 번식할 때 날개가 없어도 번식을 할 수 있지만 날개가 있는 씨앗을 생산하는 느릅나무는 아마도 날개 없이는 번식할 수 없는 환경에서 자라고 있는 종일 것 입니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
아마도 외부의 견제해야 할 세력이 있어서 힘을 기르기 위해 달팽이 스스로 몸 속에서 어떤 호르몬을 분비해 낸 거 아닐까요?,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
가시가 있는 장미는 천적이 있어 그들로부터 보호하기 위해 있던 것이고 가시가 없는 장미는 적으로부터의 보호가 필요 없어서 그런 것 인 것 같습니다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날개를 쓸 일이 없어지자 퇴화되어 날 수 없어진 것 같습니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
사람들이 너무 장미를 꺾어가기 때문에 장미가 환경에 적응하여 가시가 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
독성이 있던 나뭇잎이 있었지만 달팽이에게는 효과가 없었기 때문에 그 나무를 먹은 달팽이가 자손을 번식했기 때문이다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
펭귄이 너무 많이 먹어서 날개가 그 몸을 견딜 수 없기 때문에 날지 못하게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
느릅나무가 떨어져 있다 보니 수정을 하지 못하기 때문에 자손을 번식하고 싶은 욕망 때문에 날개가 있는 씨앗을 생산합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
환경 영향을 받아서 독성이 있는 달팽이가 되었을 것입니다!(포식자로부터 생명을 지키기 위해서),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
"1. 환경의 영향을 받아 퇴화되었을 것입니다.(바다에서 잘 헤엄치기 위해)
2. 알을 품기 위해 지방층이 아래쪽으로 쏠려있어 날지 못하게 되었을 것입니다",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
생존하고 번식하기 위해 진화되었을 것입니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
돌연변이이나 사람들이 제거했을 것입니다(아 그러니까 돌연변이구나 ㅋㅋ),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바다달팽이는 여전히 독성이 있는데 육지에 나오기 시작하며 급격한 환경적 변화가 되었기 때문에 독이 사라졌다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미의 매끈한 줄기를 먹는 해충이 많이 생겨서 자신의 줄기를 보호하기 위해 가시가 생겼다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날지 않아도 충분히 먹이를 섭취할수있었기때문에 날개가 퇴화되었다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
씨앗을 옮겨주는 대체제가 생겼기 때문에,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
달팽이는 느릿느릿하고 약한 자신을 보호하기 위해 독성을 갖게 되었다고 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
물고기를 잡기 위해 헤엄을 치다 보니 날기 쉽게 발달한 날개가 헤엄을 치기에 적합 날개로 변해서 그렇다고 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
자기자손을 좀 더 잘 퍼뜨리게 하기 위해서라고 생각합니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 아름다운 꽃으로 보호하기에 충분해서 가시가 없어졌다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
불필요한 면적을 없애 기초대사를 줄이기 위해 낙엽처럼 떨구다가 돌연변이 종이 생겨난다,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 생명을 보호하기 위해 독성이 생긴 몇몇 돌연변이가 있었는데 그 돌연변이들이 점점 자손 낳고 해서 그 종이 이루어짐,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
멀리가야 어미나무와 멀어져 뿌리를 잘 내릴 수 있기에 하나 둘씩 그런 변이종들이 살아남게 되고 그렇게 진화가 된 것이다,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
살이 너무 쪄서 날개가 무게를 이기지 못했을 뿐이다. 아니면 우리가 꼬리가 없어지듯이 얘네들도 날개가 퇴화되었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"펭귄은 환경에 맞게 몸이 퇴화가 되어, 날지 않아도 되는 환경에 살아 적응되었다",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
씨앗을 널리 퍼트리기 위해 날개가 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"가시가 없는 장미 바로 위, 가시가 있는 장미 종은 각각 가시가 없는 유전체를 하나씩 가지고 있어 가시가 없는 장미가 생 길 수 있다",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조상 달팽이가 독성을 가지고 있는 보인자거나 독성이 있는 달팽이가 돌연변이 일 경우 인 것 같다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
자신의 안위를 보호하기 위해서 독성이 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자기 자신을 보호할 필요가 없어서 가시가 없어졌다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날 필요가 없어서 날개 부분이 퇴화했다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
번식을 바람에 날려 멀리까지 자손을 번식하기 위해서 진화하였다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
걸어다녀야할 상황이 많아져서 나는 것을 까먹었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
세상 살기 편해지면서 가시를 활용할 필요가 없어졌다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
달팽이가 느리니까 많이 잡아 먹혀서 진화했다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날개가 없었는데 주변에 씨를 뿌릴 때 크지 않는걸 엄마 나무가 알아서 멀리멀리 다 살라고,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
독성이 없이 살아가면서 많은 위험한 것들을 겪고 그 위험한 요인들을 이겨내기 위해 점점 진화되어 독성을 가지고 있는 종이 나타나게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
남극에 사는 펭귄은 주위에 물이 많고 주로 먹는 음식이 생선이기 때문에 날 필요는 없어지고 헤엄을 쳐야 할 필요성이 커지기 때문에 날지 않게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 있는 종의 조상과 없는 종의 조상이 수정하여 나온 자손들 중에 없는 자손이 있었기 때문이다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날개가 없는 씨앗들은 조상들이 먼저 자라게 된 장소에서 밖에 자랄 수 없지만 씨앗에 날개가 달리게 되면 조금 더 넓고 많은 장소에 나무 종을 번식할 수 있으므로 달린다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
원래 날 수 있었지만 펭귄 스스로 날아야 할 필요성과 날 의지가 없기 때문에 스스로 그 환경에 적응하여 마치 닭처럼 날 수 없게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
가시가 쭉 있었던 장미가 유전자 혹은 염색체의 이상으로 인해 돌연변이가 발생했기 때문이다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
독성을 먹은 달팽이가 번식을 해서,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날개가 있는 씨앗이 날개가 없는 씨앗과 교배하여 있는 씨앗 없는 씨앗이 다 생김,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날 필요성이 사라지면서 날개를 사용하지 않았기 때문,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
달팽이 학대가 요즘 일어나면서 달팽이에게 독성이 생김,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
장미가 아름다워서 꺽지말라고 가시가 있다가 요즘은 가시를 자를 수 있고 꺾기 쉬워서 가지가 없다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
느릅나무 종이 너무 번식하지 못해서 날개 달린 씨앗으로 널리 널리 번식하라고,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
사람들의 필요로 인해 종자를 변화시킨 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
씨앗 껍질이 더 효율적인 번식을 위해 진화되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독성이 없는 달팽이가 살아가려면 너무 약해서 독성이 생기게 된 것 같다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
날지 않아도 되는 음식을 먹는 펭귄이므로 날개가 퇴화되었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
환경에 적응하기 위해서 자연스럽게 진화,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
자신을 지키기 위해 자연적으로 생김,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
좀 더 효과적으로 자손을 퍼뜨리기 위해서 점점 날개가 생김,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
날일이 줄어들어 날개의 기능이 점점 퇴화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
자신을 보호하기 위해 진화되었기 때문이다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신을 위협하는 것들로부터 보호하기 위해서,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
생활하면서 점점 날개가 필요 없어져서 날개가 퇴화되면서 날 수 없게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신의 종족을 더 널리 널리 퍼지게 하기 위해서 진화되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
추운 곳을 갔는데 자신이 위험에 처하는 요인이 사라져서 그곳에서 적응을 하며 이동을 하지 않았다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
자신을 잡아먹는 동물들에게 더 이상 잡아 먹히지 않기 위해서 죽을 각오를 하고 독이 있는 식물을 먹어서 수 많은 달팽이들이 죽다가 한 마리의 달팽이가 독을 가지는데 성공해서 자손을 퍼뜨렸다,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
너무 멀리 가지 못해서 더 멀리 자손을 퍼뜨리기 위해서 날개모양으로 씨앗을 만든다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
좁은 곳에서 자라는 가시 있는 장미가 자라다 보니 커져서 여기저기 부딪혀 가시가 다 떨어져나갔다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
제 생각에는 화산 활동이나 지형 변화로 인해 달팽이들이 이동을 하게 되어 환경이 바뀌고 천적이 생기게 되어서 진화하면서 독성을 가지게 된 것 같습니다,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
느릅나무가 바람이 안부는 지역에서 살아서 번식을 할 수 없어서 멀리 날아가 번식을 할 수 있게 하기 위해서 날개가 있는 씨앗을 생산하게 된 것 같습니다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
가시가 있는 것은 우성 없는 것은 열성이어서 열성끼리만 교배하다 보니까 종이 생긴 것 같습니다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
남극에 가게 되어 하늘에는 먹을게 없어서 바다에서 찾다 보니 몸의 지방층이 두꺼워지고 유선형이 되어서 날 수 없게 된 것 같습니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
달팽이를 먹이로 하는 종의 위협으로부터 피하기 위해 체내의 독을 합성하였고 그 후 독을 갖은 달팽이가 자손을 낳고 지금까지 이어져 온 것일 것이다,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
남극에서 물고기를 잡아먹으며 살던 펭귄이 수영을 하고 천적을 별로 만나지 못해 날개의 필요성이 점차 사라졌기 때문이다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
유전자에 이상이 생겨 태어난 가시 없는 장미가 다른 가시 없는 장미와 결합하여 가시 없는 장미가 군을 이루게 되었다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
바람이 많이 부는 지역에 사는 느릅나무가 번식을 위한 방법으로 선택된 것이다,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
스스로 자신을 보호하기 위해 진화했다고 생각한다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
번식을 더 쉽게 하기 위해 진화되었다고 생각한다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
다른 종류의 가시가 없는 식물과 수정되어 생긴 돌연변이라고 생각한다,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
날개를 쓸 일이 없어서 그 기능을 잊게 되었다고 생각한다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
펭귄은 얼음판 위를 걸어 다니고 추운 곳에서 몸의 체온을 유지하기 위해 체중을 늘리고 몸을 웅크리고 다니는 환경에 적응하여 펭귄이 진화하여 날지 못하는 종이 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
장미가 건조한 환경 속에서 자신이 가지고 있는 수분을 유지하려고 표면적을 줄이기 위해 가시가 없는 종으로 진화했다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
좀더 넓은 범위에 자신의 영역을 넓히기 위해 점차 날개가 있는 씨앗으로 진화하였다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독성이 없던 달팽이의 생식세포에 돌연변이가 생겨 다음 세대 자손에게 독성이 생기기 시작했다,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
남극으로 가게 된 펭귄이 그곳의 환경에 적응하고 그에 맞게 진화하였다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
날개가 없는 씨앗은 주위에만 퍼지고 더 멀리 퍼질 수 없는데 식물과 동물의 공통적인 목적은 자손 번식인데 자손을 멀리 퍼지게 하려고 하다 보니 날개가 생기게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
포식자들로부터의 공격을 막고 자신을 방어하기 위해 독성을 가지게 되었다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
자신을 적으로부터 보호하기 위해 가시가 있었으나 장미를 공격하는 생물이 없는 한 지역에 가게 되자 더 이상 보호를 하지 않아도 되기 때문에 쓸모 없어져서 점점 퇴화되었다. 또는 검정교배를 하였기 때문이다.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
씨앗을 넓게 퍼지게 하기 위해 날개가 생김,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
독버섯을 먹게 되었는데 살아서 다님,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
가시가 없는 식물과 수정하여 생김,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
새끼를 다리 사이에 품으며 다녀야 하기 때문에 날개를 써버릇하지 않아서 날 수 없게 되었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
달팽이는 바닥을 기어 다니며 진액을 묻히고 다녔는데 독이 있는 식물에서 기어 다니다가 독으로 많이 죽었기 때문에 자신을 보호하기 위해 스스로 독이 생겼다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
장미는 가시가 있었을 때는 자신을 보호할 필요가 있었지만 동물의 수가 줄면서 점점 필요가 불분명해져서 없어졌다,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
펭귄은 추운 남극에서 좀더 체온유지를 쉽게 하기 위해 몸에 지방을 저장하고 운동량을 줄여서 결국 날 수 없게 됐다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느릅나무는 자손이 멀리 나가길 바랬기 때문에 날개를 달아주었다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"남극에는 추운 환경조건 때문에 지상에서 펭귄의 먹이를 구할 수가 없다, 따라서 물속에서 헤엄칠 수 있는 구조로 펭귄의 날개가 진화되었다",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미가 예전에는 자신을 보호하기 위해 가시가 있었는데 지금은 관상용으로 주로 재배가 되어서 가시가 필요 없어졌다,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
